detector,data_mode,stage,variant,subset,catalog,candidate_kind,query_total,catalog_total,sis_lensed_images,sis_unlensed,pm_lensed_images,pm_unlensed,total_lensed_images,total_unlensed,epochs,backbone,preprocess,feature_set,valid,r@1,r@5,r@10,r@50,r@100,r@500,median_true_rank,top_1pct_k,top_1pct,top_5pct_k,top_5pct,top_10pct_k,top_10pct,lambda_liao_time_lr,lambda_sky_log_overlap,lambda_amp_time_lr,lambda_raw_snr_ratio,lambda_waveform_reciprocal_rank,lambda_waveform_margin,lambda_sky_norm_sep,val_selected_r@10,train_pairs,train_positive,fit_predict_elapsed_s
ET,noisy,stage5_reranker_model_compare,hgb,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.8136666666666666,0.9286666666666666,0.9503333333333334,0.9793333333333333,0.984,0.9923333333333333,1.0,90,0.9833333333333333,450,0.9923333333333333,900,0.9943333333333333,,,,,,,,,185969.0,5999.0,33.89140220358968
ET,noisy,stage5_reranker_model_compare,hgb,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.5711666666666666,0.8126666666666666,0.8841666666666667,0.9431666666666667,0.9515,0.9678333333333333,2.0,90,0.9503333333333333,450,0.9668333333333333,900,0.9733333333333334,,,,,,,,,185969.0,5999.0,33.89140220358968
ET,noisy,stage5_reranker_model_compare,mlp_tabular,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.7083333333333334,0.8935,0.9343333333333333,0.9733333333333334,0.9783333333333334,0.982,1.0,90,0.9778333333333333,450,0.9816666666666667,900,0.9835,,,,,,,,,185969.0,5999.0,64.0349734807387
ET,noisy,stage5_reranker_model_compare,mlp_tabular,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.527,0.8076666666666666,0.878,0.9476666666666667,0.9573333333333334,0.9646666666666667,1.0,90,0.9563333333333334,450,0.964,900,0.9676666666666667,,,,,,,,,185969.0,5999.0,64.0349734807387
ET,noisy,stage5_reranker_model_compare,mlp_tabular,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.8896666666666667,0.9793333333333333,0.9906666666666667,0.999,0.9993333333333333,0.9993333333333333,1.0,90,0.9993333333333333,450,0.9993333333333333,900,0.9993333333333333,,,,,,,,,185969.0,5999.0,64.0349734807387
ET,noisy,stage5_reranker_model_compare,mlp_tabular,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.7083333333333334,0.8935,0.9343333333333333,0.9733333333333334,0.9783333333333333,0.982,1.0,90,0.9778333333333333,450,0.9816666666666667,900,0.9835,,,,,,,,,185969.0,5999.0,64.0349734807387
ET,noisy,stage5_reranker_model_compare,lightgbm,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.5568333333333333,0.7723333333333333,0.864,0.9501666666666667,0.9576666666666667,0.9648333333333333,1.0,90,0.957,450,0.9638333333333333,900,0.9703333333333334,,,,,,,,,185969.0,5999.0,132.23515404388309
ET,noisy,stage5_reranker_model_compare,lightgbm,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.277,0.625,0.7863333333333333,0.92,0.9283333333333333,0.9393333333333334,4.0,90,0.9273333333333333,450,0.938,900,0.949,,,,,,,,,185969.0,5999.0,132.23515404388309
ET,noisy,stage5_reranker_model_compare,lightgbm,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.8366666666666667,0.9196666666666666,0.9416666666666667,0.9803333333333333,0.987,0.9903333333333333,1.0,90,0.9866666666666667,450,0.9896666666666667,900,0.9916666666666667,,,,,,,,,185969.0,5999.0,132.23515404388309
ET,noisy,stage5_reranker_model_compare,lightgbm,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.5568333333333333,0.7723333333333333,0.864,0.9501666666666666,0.9576666666666667,0.9648333333333333,2.5,90,0.9570000000000001,450,0.9638333333333333,900,0.9703333333333333,,,,,,,,,185969.0,5999.0,132.23515404388309
LIGO,noisy,stage5_reranker_model_compare,weighted_sum_stage4_lambdas,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.37666666666666665,0.6061666666666666,0.6763333333333333,0.7926666666666666,0.8396666666666667,0.9496666666666667,3.0,90,0.8326666666666667,450,0.9433333333333334,900,0.9826666666666667,2.0,4.0,0.25,0.0,,,,,,,
LIGO,noisy,stage5_reranker_model_compare,weighted_sum_stage4_lambdas,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.118,0.2783333333333333,0.37233333333333335,0.5853333333333334,0.6793333333333333,0.8993333333333333,27.0,90,0.6653333333333333,450,0.8866666666666667,900,0.9653333333333334,2.0,4.0,0.25,0.0,,,,,,,
LIGO,noisy,stage5_reranker_model_compare,weighted_sum_stage4_lambdas,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.6353333333333333,0.934,0.9803333333333333,1.0,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,2.0,4.0,0.25,0.0,,,,,,,
LIGO,noisy,stage5_reranker_model_compare,weighted_sum_stage4_lambdas,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.37666666666666665,0.6061666666666667,0.6763333333333333,0.7926666666666666,0.8396666666666667,0.9496666666666667,14.0,90,0.8326666666666667,450,0.9433333333333334,900,0.9826666666666667,2.0,4.0,0.25,0.0,,,,,,,
LIGO,noisy,stage5_reranker_model_compare,weighted_sum_val_selected_extensible,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.6035,0.7841666666666667,0.8393333333333334,0.9433333333333334,0.9726666666666667,0.9986666666666667,1.0,90,0.9681666666666666,450,0.9981666666666666,900,0.9998333333333334,1.0,4.0,0.25,,0.0,0.0,4.0,0.8506666666666667,,,
LIGO,noisy,stage5_reranker_model_compare,weighted_sum_val_selected_extensible,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.37866666666666665,0.5936666666666667,0.685,0.8866666666666667,0.9453333333333334,0.9973333333333333,3.0,90,0.9363333333333334,450,0.9963333333333333,900,0.9996666666666667,1.0,4.0,0.25,,0.0,0.0,4.0,0.8506666666666667,,,
LIGO,noisy,stage5_reranker_model_compare,weighted_sum_val_selected_extensible,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.8283333333333334,0.9746666666666667,0.9936666666666667,1.0,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,1.0,4.0,0.25,,0.0,0.0,4.0,0.8506666666666667,,,
LIGO,noisy,stage5_reranker_model_compare,weighted_sum_val_selected_extensible,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.6035,0.7841666666666667,0.8393333333333334,0.9433333333333334,0.9726666666666667,0.9986666666666666,2.0,90,0.9681666666666666,450,0.9981666666666666,900,0.9998333333333334,1.0,4.0,0.25,,0.0,0.0,4.0,0.8506666666666667,,,
LIGO,noisy,stage5_reranker_model_compare,logistic_regression,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.183,0.183,0.183,0.18316666666666667,0.18483333333333332,0.2838333333333333,1518.0,90,0.184,450,0.27316666666666667,900,0.38516666666666666,,,,,,,,,185969.0,5999.0,16.838164251297712
LIGO,noisy,stage5_reranker_model_compare,logistic_regression,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.11733333333333333,0.11733333333333333,0.11733333333333333,0.11733333333333333,0.11833333333333333,0.18833333333333332,2521.0,90,0.118,450,0.18133333333333335,900,0.27466666666666667,,,,,,,,,185969.0,5999.0,16.838164251297712
LIGO,noisy,stage5_reranker_model_compare,logistic_regression,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.24866666666666667,0.24866666666666667,0.24866666666666667,0.249,0.25133333333333335,0.37933333333333336,921.5,90,0.25,450,0.365,900,0.49566666666666664,,,,,,,,,185969.0,5999.0,16.838164251297712
LIGO,noisy,stage5_reranker_model_compare,logistic_regression,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.183,0.183,0.183,0.18316666666666667,0.18483333333333335,0.2838333333333333,1721.25,90,0.184,450,0.27316666666666667,900,0.38516666666666666,,,,,,,,,185969.0,5999.0,16.838164251297712
LIGO,noisy,stage5_reranker_model_compare,hgb,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.534,0.7151666666666666,0.7728333333333334,0.9091666666666667,0.9343333333333333,0.9631666666666666,1.0,90,0.9315,450,0.9623333333333334,900,0.9705,,,,,,,,,185969.0,5999.0,35.83540185727179
LIGO,noisy,stage5_reranker_model_compare,hgb,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.31166666666666665,0.49933333333333335,0.601,0.8593333333333333,0.903,0.9473333333333334,6.0,90,0.8986666666666666,450,0.9456666666666667,900,0.9573333333333334,,,,,,,,,185969.0,5999.0,35.83540185727179
LIGO,noisy,stage5_reranker_model_compare,hgb,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.7563333333333333,0.931,0.9446666666666667,0.959,0.9656666666666667,0.979,1.0,90,0.9643333333333334,450,0.979,900,0.9836666666666667,,,,,,,,,185969.0,5999.0,35.83540185727179
LIGO,noisy,stage5_reranker_model_compare,hgb,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.534,0.7151666666666667,0.7728333333333333,0.9091666666666667,0.9343333333333333,0.9631666666666667,3.5,90,0.9315,450,0.9623333333333333,900,0.9705,,,,,,,,,185969.0,5999.0,35.83540185727179
LIGO,noisy,stage5_reranker_model_compare,mlp_tabular,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.43233333333333335,0.5701666666666667,0.6286666666666667,0.7438333333333333,0.7833333333333333,0.8591666666666666,3.0,90,0.7778333333333334,450,0.8546666666666667,900,0.8883333333333333,,,,,,,,,185969.0,5999.0,67.80544733349234
LIGO,noisy,stage5_reranker_model_compare,mlp_tabular,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.3313333333333333,0.4806666666666667,0.545,0.671,0.717,0.808,7.0,90,0.7093333333333334,450,0.802,900,0.846,,,,,,,,,185969.0,5999.0,67.80544733349234
LIGO,noisy,stage5_reranker_model_compare,mlp_tabular,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.5333333333333333,0.6596666666666666,0.7123333333333334,0.8166666666666667,0.8496666666666667,0.9103333333333333,1.0,90,0.8463333333333334,450,0.9073333333333333,900,0.9306666666666666,,,,,,,,,185969.0,5999.0,67.80544733349234
LIGO,noisy,stage5_reranker_model_compare,mlp_tabular,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.43233333333333335,0.5701666666666667,0.6286666666666667,0.7438333333333333,0.7833333333333333,0.8591666666666666,4.0,90,0.7778333333333334,450,0.8546666666666667,900,0.8883333333333333,,,,,,,,,185969.0,5999.0,67.80544733349234
LIGO,noisy,stage5_reranker_model_compare,lightgbm,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.6455,0.746,0.7958333333333333,0.9205,0.9423333333333334,0.9705,1.0,90,0.9403333333333334,450,0.9693333333333334,900,0.977,,,,,,,,,185969.0,5999.0,131.17453058809042
LIGO,noisy,stage5_reranker_model_compare,lightgbm,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.47933333333333333,0.5893333333333334,0.6596666666666666,0.8743333333333333,0.911,0.9566666666666667,2.0,90,0.9076666666666666,450,0.955,900,0.967,,,,,,,,,185969.0,5999.0,131.17453058809042
LIGO,noisy,stage5_reranker_model_compare,lightgbm,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,3000,0.8116666666666666,0.9026666666666666,0.932,0.9666666666666667,0.9736666666666667,0.9843333333333333,1.0,90,0.973,450,0.9836666666666667,900,0.987,,,,,,,,,185969.0,5999.0,131.17453058809042
LIGO,noisy,stage5_reranker_model_compare,lightgbm,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,waveform+waveform_reciprocal_rank+waveform_margin+liao_time_lr+sky_norm_sep+sky_log_overlap+amp_time_lr,6000,0.6455,0.746,0.7958333333333334,0.9205,0.9423333333333334,0.9704999999999999,1.5,90,0.9403333333333332,450,0.9693333333333334,900,0.977,,,,,,,,,185969.0,5999.0,131.17453058809042
